METADATA
initial_wait: 300
measures: 10
period: 1
depth: 0.90
lat: 0.00
lon: 0.00
timestamp: 2018/7/5 13:1:47
sample_counter: 1
name: KduinoPro3
maker: ICM-CSIC
curator: ICM-CSIC
email: 
sensors: TCS34725
description: Buoy1 KduinoPro3 depth09
place: lab ICM
units: counts, counts, counts, counts, lux, degree_celsius
DATA
DATE HOUR RED GREEN BLUE CLEAR LUX COLOR_TEMP
2018/7/5 13:55:0 1836 2814 2295 6908 2165 6879
2018/7/5 13:56:0 1836 2808 2291 6897 2159 6876
2018/7/5 13:57:0 5 6 4 16 4 4765
2018/7/5 13:58:0 9 11 9 28 7 6082
2018/7/5 13:59:0 8 10 8 26 7 5931
2018/7/5 14:0:0 6 7 6 20 5 5579
2018/7/5 14:1:0 6 8 6 20 5 5545
2018/7/5 14:2:0 8 10 8 25 7 5931
2018/7/5 14:3:0 7 8 6 20 5 5085
2018/7/5 14:4:0 6 7 6 20 4 6181
2018/7/5 14:5:0 6 7 6 20 5 6592
2018/7/5 14:6:0 8 9 7 24 5 5302
2018/7/5 14:7:0 8 9 8 26 6 5936
2018/7/5 14:8:0 8 9 8 25 5 6825
2018/7/5 14:9:0 8 9 7 26 6 5452
2018/7/5 14:10:0 9 10 9 28 6 6971
2018/7/5 14:11:0 9 10 9 28 6 6971
2018/7/5 14:12:0 9 10 8 26 7 5447
2018/7/5 14:13:0 8 9 8 25 6 5499
2018/7/5 14:14:0 9 10 9 28 6 6971
2018/7/5 14:15:0 10 11 9 29 7 5622
2018/7/5 14:16:0 10 11 9 31 7 5766
2018/7/5 14:17:0 8 9 7 24 6 5253
2018/7/5 14:18:0 9 9 8 25 5 6144
2018/7/5 14:19:0 8 9 7 24 5 5475
2018/7/5 14:20:0 8 8 7 23 4 5920
2018/7/5 14:21:0 8 8 7 23 5 5419
2018/7/5 14:22:0 9 9 8 25 5 6144
2018/7/5 14:23:0 15 20 16 51 14 6174
2018/7/5 14:24:0 14 19 16 51 13 6773
2018/7/5 14:25:0 8 8 7 22 4 5920
2018/7/5 14:26:0 8 8 7 23 4 5920
2018/7/5 14:27:0 8 9 7 24 6 5253
2018/7/5 14:28:0 9 9 8 25 5 6144
2018/7/5 14:29:0 9 9 8 25 5 6144
2018/7/5 14:30:0 9 9 8 25 5 6144
2018/7/5 14:31:0 9 9 8 25 5 6144
2018/7/5 14:32:0 9 9 8 25 5 6144
2018/7/5 14:33:0 9 9 8 25 5 6144
2018/7/5 14:34:0 9 9 8 25 5 6144
2018/7/5 14:35:0 9 9 8 25 5 6144
2018/7/5 14:36:0 9 9 8 25 5 6144
2018/7/5 14:37:0 9 9 8 25 5 6144
2018/7/5 14:38:0 9 9 8 25 5 6144
2018/7/5 14:39:0 9 9 8 25 5 6144
2018/7/5 14:40:0 9 9 8 25 5 6144
2018/7/5 14:41:0 9 9 8 25 5 6144
2018/7/5 14:42:0 9 9 8 25 5 6144
2018/7/5 14:43:0 9 9 8 25 5 6144
2018/7/5 14:44:0 9 9 8 25 5 6144
2018/7/5 14:45:0 9 9 8 25 5 6144
2018/7/5 14:46:0 9 9 7 25 5 6122
2018/7/5 14:47:0 8 9 7 24 5 5842
2018/7/5 14:48:0 8 9 7 24 5 5829
2018/7/5 14:49:0 8 9 7 24 5 5351
2018/7/5 14:50:0 8 9 7 24 5 5393
2018/7/5 14:51:0 8 9 7 24 5 5547
2018/7/5 14:52:0 8 9 7 24 5 5118
2018/7/5 14:53:0 8 9 7 24 6 5253
2018/7/5 14:54:0 8 9 7 24 6 5253
2018/7/5 14:55:0 8 9 7 24 6 5253
2018/7/5 14:56:0 8 9 7 24 6 5253
2018/7/5 14:57:0 8 9 7 24 6 5253
2018/7/5 14:58:0 8 9 7 24 6 5253
2018/7/5 14:59:0 8 9 7 24 6 5253
2018/7/5 15:0:0 8 9 7 24 6 5253
2018/7/5 15:1:0 8 9 7 24 6 5253
2018/7/5 15:2:0 8 9 7 24 6 5253
2018/7/5 15:3:0 8 9 7 24 6 5253
2018/7/5 15:4:0 8 9 7 24 6 5253
2018/7/5 15:5:0 8 9 7 24 6 5253
2018/7/5 15:6:0 8 9 7 24 6 5253
2018/7/5 15:7:0 8 9 7 24 6 5253
2018/7/5 15:8:0 8 9 7 24 6 5253
2018/7/5 15:9:0 8 9 7 24 6 5253
2018/7/5 15:10:0 8 9 7 24 6 5253
2018/7/5 15:11:0 8 9 7 24 6 5253
2018/7/5 15:12:0 8 9 7 24 6 5253
2018/7/5 15:13:0 8 9 7 24 6 5253
2018/7/5 15:14:0 8 9 7 24 6 5253
2018/7/5 15:15:0 8 9 7 24 6 5253
2018/7/5 15:16:0 8 9 7 24 6 5253
2018/7/5 15:17:0 8 9 7 24 6 5253
2018/7/5 15:18:0 8 9 7 24 5 5829
2018/7/5 15:19:0 8 9 7 24 5 5620
2018/7/5 15:20:0 8 9 7 24 6 5253
2018/7/5 15:21:0 10 11 9 30 7 5622
2018/7/5 15:22:0 10 11 9 29 7 5622
2018/7/5 15:23:0 10 11 9 30 7 5622
2018/7/5 15:24:0 9 10 8 28 7 5621
2018/7/5 15:25:0 10 11 9 30 7 5622
2018/7/5 15:26:0 7 8 7 22 5 6656
2018/7/5 15:27:0 10 11 9 30 7 5622
2018/7/5 15:28:0 10 11 9 30 7 5622
2018/7/5 15:29:0 9 11 9 29 7 6082
2018/7/5 15:30:0 9 11 9 29 7 6082
2018/7/5 15:31:0 9 11 9 29 7 6082
2018/7/5 15:32:0 9 10 8 26 7 5447
2018/7/5 15:33:0 8 9 8 25 5 6825
2018/7/5 15:34:0 8 9 7 23 6 5253
2018/7/5 15:35:0 9 11 9 29 7 6082
2018/7/5 15:36:0 9 11 9 29 7 6082
2018/7/5 15:37:0 9 11 9 29 7 6082
2018/7/5 15:38:0 8 9 7 24 6 5253
2018/7/5 15:39:0 10 11 9 30 7 5622
2018/7/5 15:40:0 8 8 7 22 4 5920
2018/7/5 15:41:0 7 8 7 22 4 6426
2018/7/5 15:42:0 7 8 7 22 4 6042
2018/7/5 15:43:0 7 8 7 22 4 6525
2018/7/5 15:44:0 8 8 7 22 4 5920
2018/7/5 15:45:0 8 8 7 22 4 5920
2018/7/5 15:46:0 8 8 7 22 4 5920
2018/7/5 15:47:0 8 8 7 22 4 5920
2018/7/5 15:48:0 8 8 7 22 4 5920
2018/7/5 15:49:0 8 8 7 22 4 5920
2018/7/5 15:50:0 7 8 7 22 4 6104
2018/7/5 15:51:0 7 8 7 22 4 5948
2018/7/5 15:52:0 7 8 7 22 4 6410
2018/7/5 15:53:0 7 8 7 22 4 6180
2018/7/5 15:54:0 7 8 7 22 4 6533
2018/7/5 15:55:0 7 8 7 22 4 6644
2018/7/5 15:56:0 7 8 7 22 5 6656
2018/7/5 15:57:0 7 8 7 22 5 6656
2018/7/5 15:58:0 7 8 7 22 5 6656
2018/7/5 15:59:0 7 8 7 22 5 6656
2018/7/5 16:0:0 7 8 7 22 5 6656
2018/7/5 16:1:0 7 8 7 22 5 6656
2018/7/5 16:2:0 7 8 7 22 5 6656
2018/7/5 16:3:0 7 8 7 22 5 6656
2018/7/5 16:4:0 7 8 7 22 5 6656
2018/7/5 16:5:0 7 8 7 22 5 6656
2018/7/5 16:6:0 7 8 7 22 4 6464
2018/7/5 16:7:0 7 8 7 22 4 5925
2018/7/5 16:8:0 8 8 7 22 4 5920
2018/7/5 16:9:0 8 8 7 22 4 5920
2018/7/5 16:10:0 8 8 7 22 4 5920
2018/7/5 16:11:0 8 8 7 23 4 5920
2018/7/5 16:12:0 8 8 7 23 4 5920
2018/7/5 16:13:0 8 8 7 23 4 5920
2018/7/5 16:14:0 7 8 7 22 4 6168
2018/7/5 16:15:0 10 12 10 34 8 6137
2018/7/5 16:16:0 9 12 10 33 8 6937
2018/7/5 16:17:0 5 6 4 17 4 4944
2018/7/5 16:18:0 6 6 5 16 3 5344
2018/7/5 16:19:0 13 18 16 47 12 7837
2018/7/5 16:20:0 6 6 5 16 3 5344
2018/7/5 16:21:0 12 17 15 45 12 7134
2018/7/5 16:22:0 6 6 5 16 3 5344
2018/7/5 16:23:0 14 20 17 50 14 7204
2018/7/5 16:24:0 13 19 16 49 13 8066
2018/7/5 16:25:0 14 20 17 51 13 7267
2018/7/5 16:26:0 7 9 7 25 6 6070
2018/7/5 16:27:0 12 16 14 41 11 7388
2018/7/5 16:28:0 21 30 26 78 22 7141
2018/7/5 16:29:0 11 13 11 36 8 6453
2018/7/5 16:30:0 7 8 6 20 5 5038
2018/7/5 16:31:0 7 8 6 20 5 5038
2018/7/5 16:32:0 7 7 6 19 4 5656
2018/7/5 16:33:0 6 7 6 19 4 6073
2018/7/5 16:34:0 12 18 15 44 13 7094
2018/7/5 16:35:0 0 0 0 0 0 65535
2018/7/5 16:36:0 221 94 46 343 42 1764
2018/7/5 16:37:0 226 95 47 347 41 1803
2018/7/5 16:38:0 229 95 47 352 41 1817
2018/7/5 16:39:0 211 89 44 325 39 1799
2018/7/5 16:40:0 197 82 41 302 35 1848
2018/7/5 16:41:0 186 76 38 283 31 1881
2018/7/5 16:42:0 177 72 37 268 29 1951
2018/7/5 16:43:0 168 68 35 254 26 2004
2018/7/5 16:44:0 161 64 33 242 24 2074
2018/7/5 16:45:0 156 61 32 233 22 2190
2018/7/5 16:46:0 149 58 31 222 20 2293
2018/7/5 16:47:0 144 55 29 213 18 2384
2018/7/5 16:48:0 139 53 28 204 17 2384
2018/7/5 16:49:0 134 51 27 197 16 2404
2018/7/5 16:50:0 130 49 27 190 15 2561
2018/7/5 16:51:0 126 47 26 184 13 2705
2018/7/5 16:52:0 123 45 25 179 12 2890
2018/7/5 16:53:0 120 44 24 174 11 2853
2018/7/5 16:54:0 117 42 24 169 10 3214
2018/7/5 16:55:0 11 16 12 40 12 5694
2018/7/5 16:56:0 34 9 7 44 65534 53711
2018/7/5 16:57:0 47 12 9 62 65534 36768
2018/7/5 16:58:0 18 23 19 63 16 6364
2018/7/5 16:59:0 31 29 29 91 14 8187
2018/7/5 17:0:0 32 31 28 95 18 6189
2018/7/5 17:1:0 32 32 28 98 19 5920
2018/7/5 17:2:0 32 33 29 101 20 6159
2018/7/5 17:3:0 32 34 29 103 22 5923
2018/7/5 17:4:0 32 35 30 105 22 6136
2018/7/5 17:5:0 33 35 31 105 21 6438
2018/7/5 17:6:0 33 35 31 105 21 6438
2018/7/5 17:7:0 34 35 32 104 20 6796
2018/7/5 17:8:0 35 35 33 103 19 7223
2018/7/5 17:9:0 35 36 33 102 21 6839
2018/7/5 17:10:0 36 37 33 102 22 6362
2018/7/5 17:11:0 36 38 33 101 24 6124
2018/7/5 17:12:0 37 39 32 101 26 5450
2018/7/5 17:13:0 37 39 32 101 26 5450
2018/7/5 17:14:0 37 39 32 101 26 5450
2018/7/5 17:15:0 37 39 32 101 26 5450
2018/7/5 17:16:0 37 39 32 102 26 5450
2018/7/5 17:17:0 37 39 31 102 26 5169
2018/7/5 17:18:0 37 38 31 102 25 5269
2018/7/5 17:19:0 37 38 31 101 25 5269
2018/7/5 17:20:0 36 38 31 100 25 5400
2018/7/5 17:21:0 35 37 31 100 24 5686
2018/7/5 17:22:0 34 37 31 99 24 5830
2018/7/5 17:23:0 33 36 31 98 23 6184
2018/7/5 17:24:0 33 36 31 96 23 6184
2018/7/5 17:25:0 32 36 30 95 24 5798
2018/7/5 17:26:0 32 36 29 95 25 5567
2018/7/5 17:27:0 32 36 28 94 25 5253
2018/7/5 17:28:0 31 35 28 92 24 5516
2018/7/5 17:29:0 31 35 27 91 25 5202
2018/7/5 17:30:0 30 34 27 90 24 5464
2018/7/5 17:31:0 29 34 26 89 25 5279
2018/7/5 17:32:0 28 33 26 89 23 5552
2018/7/5 17:33:0 28 32 26 88 22 5721
2018/7/5 17:34:0 27 31 25 87 21 5870
2018/7/5 17:35:0 27 31 26 85 21 6098
2018/7/5 17:36:0 27 30 25 83 20 5868
2018/7/5 17:37:0 27 30 25 82 20 5868
2018/7/5 17:38:0 6 8 6 22 5 6364
2018/7/5 17:39:0 0 0 0 1 0 52421
2018/7/5 17:40:0 1 3 3 7 1 27866
2018/7/5 17:41:0 1 1 1 2 0 8890
2018/7/5 17:42:0 310 333 297 844 207 6622
2018/7/5 17:43:0 136 157 140 377 100 7122
2018/7/5 17:44:0 74 78 70 197 47 6677
2018/7/5 17:45:0 103 116 103 283 73 6805
2018/7/5 17:46:0 315 333 298 850 205 6603
2018/7/5 17:47:0 146 160 144 402 99 6895
2018/7/5 17:48:0 3 4 3 10 2 22098
2018/7/5 17:49:0 234 258 230 640 162 6775
2018/7/5 17:50:0 195 225 204 548 142 7321
2018/7/5 17:51:0 195 213 191 531 132 6812
2018/7/5 17:52:0 274 308 279 773 192 7164
2018/7/5 17:53:0 70 80 71 190 51 6890
METADATA
initial_wait: 600
measures: 10
period: 1
depth: 0.60
lat: 0.00
lon: 0.00
timestamp: 2018/7/10 15:5:40
sample_counter: 1
name: KduinoPro2
maker: ICM-CSIC
curator: ICM-CSIC
email: 
sensors: TCS34725
description: Buoy1 KduinoPro2 depth06 2 teaspoon coffee
place: lab ICM
units: counts, counts, counts, counts, lux, degree_celsius
DATA
DATE HOUR RED GREEN BLUE CLEAR LUX COLOR_TEMP
2018/7/10 15:6:0 117 143 131 334 90 7900
2018/7/10 15:7:0 120 146 134 340 92 7895
2018/7/10 15:8:0 0 0 0 0 0 65535
2018/7/10 15:9:0 34 7 7 39 65531 48554
2018/7/10 15:10:0 42 10 8 52 65534 12025
2018/7/10 15:11:0 33 7 7 38 65531 53117
2018/7/10 15:12:0 32 7 7 37 65532 6171
2018/7/10 15:13:0 32 7 7 37 65532 6171
2018/7/10 15:14:0 31 7 7 36 65532 13014
2018/7/10 15:15:0 31 7 7 36 65532 20020
2018/7/10 15:16:0 31 7 7 36 65532 20020
2018/7/10 15:17:0 31 7 7 35 65532 20020
2018/7/10 15:18:0 31 7 7 36 65532 20020
2018/7/10 15:19:0 31 7 7 35 65532 20020
2018/7/10 15:20:0 31 7 6 35 65532 41105
2018/7/10 15:21:0 31 7 6 35 65533 41963
2018/7/10 15:22:0 31 7 6 35 65532 23748
2018/7/10 15:23:0 31 7 6 35 65532 30991
2018/7/10 15:24:0 31 7 6 35 65532 23448
2018/7/10 15:25:0 31 7 6 35 65533 41963
2018/7/10 15:26:0 31 7 6 35 65533 41963
2018/7/10 15:27:0 30 7 6 35 65533 34762
2018/7/10 15:28:0 30 7 6 35 65533 14244
2018/7/10 15:29:0 30 7 6 35 65533 14244
2018/7/10 15:30:0 30 7 6 35 65533 14244
2018/7/10 15:31:0 30 7 6 35 65533 14244
2018/7/10 15:32:0 30 7 6 35 65533 14244
2018/7/10 15:33:0 30 7 6 35 65533 14244
2018/7/10 15:34:0 30 7 6 35 65533 14244
2018/7/10 15:35:0 30 7 6 35 65533 14244
2018/7/10 15:36:0 30 7 6 35 65533 14244
2018/7/10 15:37:0 30 7 6 35 65533 14244
2018/7/10 15:38:0 35 21 9 63 13 1857
2018/7/10 15:39:0 60 13 12 73 65528 37713
2018/7/10 15:40:0 61 13 12 74 65529 40468
2018/7/10 15:41:0 40 20 21 43 2 3019
2018/7/10 15:42:0 26 13 14 28 1 1719
2018/7/10 15:43:0 8 9 7 24 5 5302
2018/7/10 15:44:0 8 9 8 25 5 6825
2018/7/10 15:45:0 8 9 8 25 5 6825
2018/7/10 15:46:0 9 10 8 26 7 5447
2018/7/10 15:47:0 9 10 8 26 7 5447
2018/7/10 15:48:0 9 10 8 27 7 5447
2018/7/10 15:49:0 9 10 8 28 6 5708
2018/7/10 15:50:0 9 10 8 26 7 5447
2018/7/10 15:51:0 9 10 8 26 7 5447
2018/7/10 15:52:0 8 9 8 25 6 5891
2018/7/10 15:53:0 8 9 7 24 5 5449
2018/7/10 15:54:0 9 10 9 28 6 6065
2018/7/10 15:55:0 9 11 9 28 7 6082
2018/7/10 15:56:0 9 10 8 26 7 5447
2018/7/10 15:57:0 9 10 8 28 6 6590
2018/7/10 15:58:0 8 10 8 26 7 5771
2018/7/10 15:59:0 20 26 22 66 17 7067
2018/7/10 16:0:0 22 28 24 71 19 6856
2018/7/10 16:1:0 23 28 24 72 19 6656
2018/7/10 16:2:0 23 29 25 73 20 6900
2018/7/10 16:3:0 23 29 25 73 20 6900
2018/7/10 16:4:0 23 28 24 71 19 6656
2018/7/10 16:5:0 20 25 22 65 16 7191
2018/7/10 16:6:0 21 27 23 68 18 6810
2018/7/10 16:7:0 21 26 23 68 17 7235
2018/7/10 16:8:0 21 26 22 66 18 6552
2018/7/10 16:9:0 19 23 20 61 16 6507
2018/7/10 16:10:0 20 25 22 65 16 7191
2018/7/10 16:11:0 20 26 22 66 18 6552
2018/7/10 16:12:0 19 24 21 62 16 7023
2018/7/10 16:13:0 20 25 21 64 17 6497
2018/7/10 16:14:0 20 25 21 64 17 6497
2018/7/10 16:15:0 20 25 21 64 17 6497
2018/7/10 16:16:0 20 25 21 64 17 6497
2018/7/10 16:17:0 20 25 21 64 17 6497
2018/7/10 16:18:0 20 25 21 64 17 6497
2018/7/10 16:19:0 20 25 21 63 17 6497
2018/7/10 16:20:0 19 24 20 62 16 6584
2018/7/10 16:21:0 17 21 18 56 14 6723
2018/7/10 16:22:0 17 21 18 56 14 6723
2018/7/10 16:23:0 18 22 19 57 14 6786
2018/7/10 16:24:0 18 22 19 58 15 6380
2018/7/10 16:25:0 19 23 20 60 15 6845
2018/7/10 16:26:0 18 22 18 55 15 6145
2018/7/10 16:27:0 17 22 19 56 15 7044
2018/7/10 16:28:0 18 22 19 56 14 6786
2018/7/10 16:29:0 17 22 19 56 15 7044
2018/7/10 16:30:0 16 20 17 52 13 6657
2018/7/10 16:31:0 15 19 16 48 13 6586
2018/7/10 16:32:0 16 20 17 51 13 6657
2018/7/10 16:33:0 16 20 17 51 13 6657
2018/7/10 16:34:0 15 18 15 47 12 6224
2018/7/10 16:35:0 17 22 18 56 15 6358
2018/7/10 16:36:0 17 21 18 55 14 6723
2018/7/10 16:37:0 17 21 18 54 14 6723
2018/7/10 16:38:0 13 15 12 39 9 5622
2018/7/10 16:39:0 12 15 12 39 10 5931
2018/7/10 16:40:0 16 20 17 52 13 6657
2018/7/10 16:41:0 15 19 16 49 13 6586
2018/7/10 16:42:0 4 4 3 12 2 5577
2018/7/10 16:43:0 4 5 3 13 4 3760
2018/7/10 16:44:0 357 385 342 970 241 6573
2018/7/10 16:45:0 106 114 101 288 71 6522
2018/7/10 16:46:0 103 111 99 281 69 6641
2018/7/10 16:47:0 101 110 97 277 69 6519
2018/7/10 16:48:0 102 110 97 278 69 6464
2018/7/10 16:49:0 102 110 98 279 68 6627
2018/7/10 16:50:0 98 106 94 267 66 6569
2018/7/10 16:51:0 98 106 94 267 66 6569
2018/7/10 16:52:0 95 103 91 260 64 6516
2018/7/10 16:53:0 97 104 92 262 65 6481
2018/7/10 16:54:0 93 100 88 252 63 6417
2018/7/10 16:55:0 92 99 88 251 61 6578
2018/7/10 16:56:0 90 98 87 247 61 6624
2018/7/10 16:57:0 90 98 87 248 61 6624
2018/7/10 16:58:0 87 95 85 241 59 6770
2018/7/10 16:59:0 86 94 84 237 58 6754
2018/7/10 17:0:0 85 93 83 235 58 6738
2018/7/10 17:1:0 84 92 82 233 57 6722
2018/7/10 17:2:0 83 91 81 231 56 6811
2018/7/10 17:3:0 84 92 82 232 57 6722
2018/7/10 17:4:0 83 91 81 231 57 6706
2018/7/10 17:5:0 83 91 81 230 57 6706
2018/7/10 17:6:0 83 90 81 229 55 6830
2018/7/10 17:7:0 82 90 80 228 56 6689
2018/7/10 17:8:0 80 88 78 222 55 6867
2018/7/10 17:9:0 80 88 79 223 55 6869
2018/7/10 17:10:0 81 89 80 225 55 6885
2018/7/10 17:11:0 82 90 80 227 56 6689
2018/7/10 17:12:0 82 90 80 227 56 6689
2018/7/10 17:13:0 80 88 79 223 55 6869
2018/7/10 17:14:0 79 87 78 220 54 6853
2018/7/10 17:15:0 78 86 77 218 54 6836
2018/7/10 17:16:0 77 86 77 217 54 6909
2018/7/10 17:17:0 76 85 76 215 53 6892
2018/7/10 17:18:0 75 84 75 212 53 6875
2018/7/10 17:19:0 74 82 74 208 51 7004
2018/7/10 17:20:0 73 81 73 205 50 6988
2018/7/10 17:21:0 72 80 72 203 50 6971
2018/7/10 17:22:0 71 79 71 200 49 6954
2018/7/10 17:23:0 71 79 71 201 49 6954
2018/7/10 17:24:0 71 79 71 199 49 6954
2018/7/10 17:25:0 70 78 70 197 49 6936
2018/7/10 17:26:0 69 77 70 196 47 7181
2018/7/10 17:27:0 68 76 69 193 47 7165
2018/7/10 17:28:0 68 76 69 193 47 7165
2018/7/10 17:29:0 68 76 68 192 48 6901
2018/7/10 17:30:0 67 74 67 189 46 7045
2018/7/10 17:31:0 66 74 67 188 46 7132
2018/7/10 17:32:0 66 73 66 187 45 6996
2018/7/10 17:33:0 65 73 66 185 45 7115
2018/7/10 17:34:0 64 72 65 183 45 7097
2018/7/10 17:35:0 65 72 65 183 44 7009
2018/7/10 17:36:0 64 72 65 183 45 7097
2018/7/10 17:37:0 64 72 65 182 45 7097
2018/7/10 17:38:0 63 71 64 180 44 7079
2018/7/10 17:39:0 45 50 45 126 31 6971
2018/7/10 17:40:0 63 71 64 179 44 7079
2018/7/10 17:41:0 63 70 64 179 43 7267
2018/7/10 17:42:0 62 70 63 177 44 7061
2018/7/10 17:43:0 62 70 63 177 44 7061
2018/7/10 17:44:0 61 69 62 175 43 7042
2018/7/10 17:45:0 61 69 62 174 43 7042
2018/7/10 17:46:0 60 68 61 172 43 7023
2018/7/10 17:47:0 60 67 61 171 41 7214
2018/7/10 17:48:0 59 67 61 170 41 7311
2018/7/10 17:49:0 59 67 60 169 42 7004
2018/7/10 17:50:0 59 66 60 168 41 7196
2018/7/10 17:51:0 58 66 60 167 41 7294
2018/7/10 17:52:0 58 65 59 166 40 7177
2018/7/10 17:53:0 57 64 58 163 40 7157
2018/7/10 17:54:0 57 64 58 162 40 7157
2018/7/10 17:55:0 56 63 58 161 38 7481
2018/7/10 17:56:0 56 63 58 161 38 7481
2018/7/10 17:57:0 56 63 57 160 39 7138
2018/7/10 17:58:0 55 62 57 159 38 7464
2018/7/10 17:59:0 55 62 57 158 38 7464
2018/7/10 18:0:0 55 62 56 157 39 7118
2018/7/10 18:1:0 54 61 56 156 37 7447
2018/7/10 18:2:0 54 61 56 155 37 7447
2018/7/10 18:3:0 53 60 55 153 37 7429
2018/7/10 18:4:0 52 60 54 152 38 7181
2018/7/10 18:5:0 52 59 54 151 36 7411
2018/7/10 18:6:0 52 59 54 150 36 7411
2018/7/10 18:7:0 52 59 54 150 36 7411
2018/7/10 18:8:0 51 58 53 149 36 7392
2018/7/10 18:9:0 51 58 53 148 36 7392
2018/7/10 18:10:0 51 58 53 147 36 7392
2018/7/10 18:11:0 50 57 52 146 34 7423
2018/7/10 18:12:0 50 57 52 145 35 7373
2018/7/10 18:13:0 50 57 52 145 35 7373
2018/7/10 18:14:0 50 57 52 144 35 7373
2018/7/10 18:15:0 49 56 52 144 34 7761
2018/7/10 18:16:0 49 56 51 142 35 7353
2018/7/10 18:17:0 48 55 51 141 33 7745
2018/7/10 18:18:0 48 55 50 139 34 7333
2018/7/10 18:19:0 47 54 49 137 34 7312
2018/7/10 18:20:0 46 53 49 135 32 7712
2018/7/10 18:21:0 46 53 48 134 33 7291
2018/7/10 18:22:0 46 52 48 134 32 7566
2018/7/10 18:23:0 46 52 48 133 32 7566
2018/7/10 18:24:0 45 52 48 132 32 7695
2018/7/10 18:25:0 45 51 47 131 31 7546
2018/7/10 18:26:0 45 51 47 131 31 7546
2018/7/10 18:27:0 45 51 47 131 31 7546
2018/7/10 18:28:0 44 51 47 130 31 7678
2018/7/10 18:29:0 44 50 46 128 30 7526
2018/7/10 18:30:0 43 50 46 126 31 7659
2018/7/10 18:31:0 43 49 45 125 30 7505
2018/7/10 18:32:0 43 49 45 125 30 7505
2018/7/10 18:33:0 42 49 45 124 30 7641
2018/7/10 18:34:0 42 48 45 124 29 7982
2018/7/10 18:35:0 42 48 45 123 29 7982
2018/7/10 18:36:0 42 48 44 123 29 7484
2018/7/10 18:37:0 41 48 44 122 30 7621
